x,est_1,est_4,est_13,est_15,est_26,est_38,est_44,est_46,est_48,est_50,est_53,est_56,est_57,est_58,est_60,est_61,est_78,est_81,est_86,est_87,est_97,est_99,est_102,est_105,est_109,est_112,est_114,est_120,est_128,est_134,est_140,est_141,est_148,est_151,est_157,est_158,est_159,est_161,est_163,est_174,est_190,est_194,est_212,est_224,est_226,est_243,est_245,est_249,est_255
0,47.74193548387097,54.596774193548384,48.79032258064516,42.641129032258064,47.15053763440861,44.395161290322584,31.008064516129032,48.01075268817205,42.74193548387097,62.056451612903224,60.2716468590832,63.01075268817205,67.58064516129032,71.7741935483871,41.25,80.3056027164686,69.44971537001898,47.096774193548384,51.45161290322581,69.94623655913979,42.68817204301075,48.44086021505377,49.462365591397855,66.12903225806451,68.34677419354838,31.169354838709676,54.78494623655914,9.67741935483871,25.322580645161292,55.725806451612904,28.467741935483872,76.29032258064517,59.354838709677416,61.693548387096776,32.795698924731184,71.00806451612904,71.3978494623656,68.63799283154123,33.11827956989247,17.31182795698925,17.42831541218638,53.87096774193548,46.1021505376344,45.08064516129032,37.82258064516129,28.172043010752688,58.40407470288625,68.91129032258064,27.903225806451612
1,48.225806451612904,55.24193548387097,49.516129032258064,42.33870967741935,48.172043010752695,43.70967741935484,30.64516129032258,49.462365591397855,43.44086021505377,63.225806451612904,62.81833616298812,64.30107526881721,67.58064516129032,71.61290322580645,41.471774193548384,80.4753820033956,69.07020872865276,47.096774193548384,51.45161290322581,69.6774193548387,43.01075268817205,50.32258064516129,49.462365591397855,66.08870967741936,68.4274193548387,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,76.61290322580645,59.354838709677416,62.54480286738352,32.68817204301075,71.7741935483871,72.58064516129032,69.53405017921148,32.043010752688176,17.20430107526882,17.741935483870968,53.38709677419355,45.878136200716845,45.645161290322584,38.346774193548384,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
2,48.225806451612904,55.32258064516129,49.596774193548384,42.288306451612904,48.172043010752695,43.70967741935484,30.725806451612904,49.462365591397855,43.44086021505377,63.225806451612904,62.81833616298812,64.30107526881721,67.58064516129032,72.01612903225806,41.49193548387097,80.4753820033956,69.07020872865276,47.20430107526882,51.45161290322581,69.6774193548387,43.01075268817205,50.215053763440864,49.462365591397855,66.12903225806451,68.38709677419355,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,76.7741935483871,59.354838709677416,62.58960573476702,32.68817204301075,71.7741935483871,72.52688172043011,69.57885304659497,32.043010752688176,17.20430107526882,17.83154121863799,53.38709677419355,45.878136200716845,45.645161290322584,38.42741935483871,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
3,48.225806451612904,55.483870967741936,49.83870967741935,42.13709677419355,48.172043010752695,43.70967741935484,30.967741935483872,49.462365591397855,43.44086021505377,63.225806451612904,62.81833616298812,64.51612903225806,67.58064516129032,72.33870967741936,41.53225806451613,80.4753820033956,69.07020872865276,47.043010752688176,51.45161290322581,69.83870967741936,43.01075268817205,50.10752688172043,49.462365591397855,66.12903225806451,68.38709677419355,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,77.09677419354838,59.354838709677416,63.351254480286734,32.68817204301075,71.7741935483871,72.4731182795699,69.71326164874552,32.043010752688176,17.20430107526882,17.921146953405017,53.38709677419355,45.878136200716845,45.645161290322584,38.54838709677419,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
4,48.225806451612904,55.645161290322584,49.83870967741935,42.13709677419355,48.172043010752695,43.70967741935484,30.967741935483872,49.462365591397855,43.44086021505377,63.225806451612904,62.77589134125637,64.51612903225806,67.58064516129032,72.33870967741936,41.814516129032256,80.4753820033956,69.07020872865276,47.096774193548384,51.45161290322581,69.89247311827958,43.01075268817205,50.10752688172043,49.462365591397855,66.29032258064517,68.38709677419355,31.774193548387096,54.94623655913979,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,77.20430107526882,59.32795698924731,65.05376344086021,32.68817204301075,71.69354838709677,72.4731182795699,70.07168458781362,32.043010752688176,17.20430107526882,17.921146953405017,53.185483870967744,45.878136200716845,45.645161290322584,38.62903225806452,28.60215053763441,58.064516129032256,68.54838709677419,26.612903225806452
5,48.225806451612904,55.564516129032256,49.67741935483871,42.13709677419355,48.225806451612904,43.70967741935484,30.64516129032258,49.56989247311828,43.44086021505377,63.225806451612904,62.56366723259763,63.172043010752695,67.74193548387096,72.25806451612904,41.83467741935484,81.11205432937183,69.07020872865276,47.096774193548384,51.41129032258065,69.89247311827958,43.01075268817205,50.16129032258065,49.462365591397855,66.20967741935483,68.38709677419355,31.774193548387096,54.6236559139785,9.03225806451613,24.596774193548388,55.645161290322584,28.387096774193548,76.98924731182797,59.24731182795699,64.87455197132617,32.68817204301075,71.61290322580645,72.4731182795699,70.43010752688171,32.15053763440861,17.20430107526882,17.921146953405017,52.903225806451616,45.878136200716845,45.645161290322584,38.70967741935484,28.60215053763441,58.064516129032256,68.54838709677419,26.653225806451612
6,47.943548387096776,54.233870967741936,49.395161290322584,42.13709677419355,48.38709677419355,43.66935483870968,29.43548387096774,49.24731182795699,43.60215053763441,62.82258064516129,59.932088285229206,60.322580645161295,67.74193548387096,72.25806451612904,42.479838709677416,81.8760611205433,68.69070208728652,47.096774193548384,51.41129032258065,69.40860215053765,42.8494623655914,50.053763440860216,49.73118279569893,65.36290322580645,67.98387096774194,31.733870967741936,53.95161290322581,9.03225806451613,24.596774193548388,55.685483870967744,28.387096774193548,76.98924731182797,59.32795698924731,65.14336917562724,32.68817204301075,71.61290322580645,72.68817204301075,69.17562724014337,32.365591397849464,17.20430107526882,18.14516129032258,52.78225806451613,46.1021505376344,46.25,38.62903225806452,28.655913978494624,58.022071307300514,68.46774193548387,26.733870967741936
7,45.28225806451613,50.0,50.604838709677416,40.32258064516129,46.98924731182796,40.36290322580645,31.330645161290324,47.58064516129032,44.193548387096776,61.774193548387096,54.79626485568761,57.90322580645162,68.30645161290323,71.20967741935483,40.42338709677419,79.9660441426146,68.69070208728652,47.31182795698925,50.725806451612904,68.01075268817205,42.15053763440861,46.29032258064516,50.483870967741936,67.09677419354838,63.87096774193548,30.322580645161292,53.65591397849463,9.435483870967742,24.97983870967742,53.225806451612904,28.326612903225808,76.18279569892474,59.005376344086024,65.41218637992831,31.021505376344088,68.70967741935483,65.80645161290323,67.1594982078853,34.6236559139785,17.20430107526882,21.460573476702507,51.41129032258065,42.1594982078853,48.70967741935484,37.45967741935484,29.677419354838708,58.870967741935495,66.89516129032258,26.733870967741936
8,42.13709677419355,43.42741935483871,41.935483870967744,34.828629032258064,45.86021505376344,43.346774193548384,31.048387096774192,43.44086021505377,44.56989247311828,55.766129032258064,48.4295415959253,56.61290322580645,76.7741935483871,63.99193548387097,35.725806451612904,75.42444821731749,68.69070208728652,45.483870967741936,50.524193548387096,66.18279569892474,38.87096774193548,35.16129032258065,48.44086021505377,54.435483870967744,57.29838709677419,28.911290322580644,49.973118279569896,11.370967741935484,32.78225806451613,52.41935483870968,28.70967741935484,60.43010752688173,58.52150537634409,64.02329749103943,32.043010752688176,66.65322580645162,51.55913978494624,60.97670250896057,46.344086021505376,18.333333333333336,22.89426523297491,40.16129032258065,42.78673835125448,62.74193548387097,38.79032258064516,52.41935483870968,61.502546689303905,61.854838709677416,28.870967741935484
9,38.346774193548384,41.61290322580645,34.596774193548384,25.35282258064516,44.40860215053764,45.725806451612904,35.766129032258064,40.37634408602151,51.82795698924731,53.91129032258065,43.54838709677419,48.60215053763441,76.7741935483871,69.31451612903226,35.20161290322581,68.76061120543294,68.69070208728652,43.01075268817205,51.20967741935484,63.5483870967742,38.333333333333336,26.98924731182796,46.12903225806452,49.314516129032256,51.935483870967744,27.217741935483872,49.56989247311828,14.637096774193548,45.564516129032256,50.806451612903224,29.35483870967742,51.55913978494624,58.682795698924735,60.17025089605734,34.086021505376344,68.0241935483871,42.20430107526882,53.853046594982075,50.86021505376344,18.870967741935484,28.36021505376344,29.31451612903226,46.1021505376344,73.75,39.556451612903224,65.75268817204302,62.64855687606112,61.774193548387096,41.41129032258065
10,38.91129032258065,39.274193548387096,31.89516129032258,24.092741935483872,43.064516129032256,46.935483870967744,34.435483870967744,39.83870967741935,55.10752688172043,46.935483870967744,40.70458404074703,43.65591397849463,77.45967741935483,72.5,33.20564516129032,66.34125636672327,67.17267552182163,44.892473118279575,53.95161290322581,58.65591397849463,39.56989247311828,22.8494623655914,45.10752688172043,47.45967741935484,50.685483870967744,25.887096774193548,50.08064516129032,17.137096774193548,52.23790322580645,46.975806451612904,29.556451612903224,44.94623655913979,58.62903225806452,59.587813620071685,34.56989247311828,67.62096774193549,37.043010752688176,51.25448028673835,53.9247311827957,18.548387096774192,28.808243727598565,26.370967741935484,51.747311827956985,72.8225806451613,37.62096774193548,64.13978494623656,63.28522920203735,60.846774193548384,48.75
11,37.5,39.63709677419355,29.193548387096776,21.774193548387096,42.31182795698925,49.354838709677416,30.362903225806452,39.892473118279575,52.31182795698925,46.653225806451616,38.3276740237691,41.3978494623656,77.45967741935483,73.66935483870968,30.947580645161292,65.53480475382004,67.17267552182163,46.45161290322581,54.63709677419355,55.16129032258065,35.16129032258065,22.043010752688172,44.13978494623657,48.58870967741935,48.87096774193548,25.483870967741936,50.02688172043011,18.306451612903224,54.29435483870968,45.443548387096776,29.516129032258064,43.064516129032256,58.575268817204304,58.736559139784944,33.064516129032256,65.9274193548387,32.204301075268816,49.283154121863795,58.11827956989247,17.580645161290324,27.822580645161292,26.93548387096774,52.598566308243726,68.58870967741936,37.13709677419355,61.451612903225815,63.07300509337862,60.08064516129032,50.88709677419355
12,37.74193548387097,39.153225806451616,30.56451612903226,22.026209677419356,42.20430107526882,50.16129032258065,34.63709677419355,40.32258064516129,50.53763440860215,43.145161290322584,35.61120543293718,39.892473118279575,77.5,70.04032258064517,29.032258064516128,66.38370118845502,67.07779886148008,45.6989247311828,54.91935483870968,54.13978494623657,33.44086021505377,21.021505376344088,44.03225806451613,48.75,47.70161290322581,25.68548387096774,51.02150537634409,19.516129032258064,53.346774193548384,40.20161290322581,29.556451612903224,41.344086021505376,58.46774193548387,57.61648745519713,31.075268817204304,66.61290322580645,30.752688172043012,52.643369175627235,55.16129032258065,17.043010752688172,25.896057347670247,27.338709677419356,53.09139784946236,65.80645161290323,37.54032258064516,57.795698924731184,61.50254668930391,61.774193548387096,52.016129032258064
13,35.403225806451616,37.903225806451616,31.774193548387096,22.429435483870968,41.344086021505376,49.475806451612904,37.45967741935484,39.30107526881721,51.61290322580645,47.13709677419355,37.01188455008489,43.27956989247312,77.70161290322581,71.5725806451613,28.79032258064516,69.52461799660442,67.2675521821632,43.81720430107527,55.04032258064516,54.67741935483871,33.333333333333336,21.827956989247316,44.13978494623657,47.37903225806452,51.37096774193548,26.370967741935484,50.88709677419355,18.669354838709676,52.15725806451613,39.475806451612904,29.616935483870968,39.94623655913979,57.93010752688173,55.0179211469534,28.9247311827957,65.60483870967742,35.752688172043015,54.88351254480286,53.70967741935484,18.49462365591398,21.594982078853047,28.467741935483872,53.001792114695334,63.83064516129032,39.83870967741935,54.13978494623657,60.016977928692704,60.524193548387096,48.66935483870968
14,36.08870967741935,38.54838709677419,31.89516129032258,23.538306451612904,43.172043010752695,48.46774193548387,32.903225806451616,39.24731182795699,55.752688172043015,54.153225806451616,36.24787775891341,46.075268817204304,75.68548387096774,71.85483870967742,31.149193548387096,72.83531409168081,67.17267552182163,42.52688172043011,53.54838709677419,54.892473118279575,33.333333333333336,25.591397849462368,43.87096774193548,47.37903225806452,50.806451612903224,26.169354838709676,49.40860215053764,17.096774193548388,49.41532258064516,41.854838709677416,29.516129032258064,41.881720430107535,56.80107526881721,56.630824372759854,28.70967741935484,65.36290322580645,37.95698924731183,57.21326164874552,50.32258064516129,17.8494623655914,20.698924731182796,29.919354838709676,48.38709677419355,54.153225806451616,38.87096774193548,43.49462365591398,58.40407470288625,60.08064516129032,43.266129032258064
15,41.37096774193548,37.74193548387097,33.70967741935484,27.318548387096776,43.11827956989247,48.225806451612904,30.846774193548388,47.8494623655914,61.23655913978495,57.82258064516129,42.69949066213922,46.505376344086024,71.16935483870968,73.0241935483871,35.020161290322584,76.74023769100171,67.07779886148008,43.44086021505377,53.064516129032256,59.24731182795699,38.172043010752695,30.537634408602152,44.516129032258064,50.96774193548387,48.58870967741935,25.56451612903226,51.7741935483871,14.314516129032258,40.685483870967744,46.57258064516129,28.487903225806452,51.66666666666667,56.61290322580645,58.87096774193547,28.440860215053767,67.33870967741936,49.83870967741935,57.93010752688172,43.70967741935484,16.344086021505376,22.939068100358423,37.70161290322581,47.759856630824366,44.83870967741935,36.854838709677416,32.043010752688176,49.95755517826825,65.04032258064517,36.693548387096776
16,39.63709677419355,41.00806451612903,36.61290322580645,28.37701612903226,43.225806451612904,49.71774193548387,35.564516129032256,49.83870967741935,65.64516129032258,54.71774193548387,41.46859083191851,53.65591397849463,71.29032258064517,71.49193548387096,37.13709677419355,74.66044142614602,67.17267552182163,45.0,50.685483870967744,63.870967741935495,41.98924731182796,30.752688172043012,44.67741935483871,52.58064516129032,49.75806451612903,26.088709677419356,54.516129032258064,12.82258064516129,38.62903225806452,47.13709677419355,28.346774193548388,48.38709677419355,56.23655913978495,56.98924731182795,27.741935483870968,68.62903225806451,55.96774193548387,58.19892473118279,46.182795698924735,16.182795698924732,20.29569892473118,39.95967741935484,46.1021505376344,43.42741935483871,35.96774193548387,26.34408602150538,46.94397283531409,65.08064516129032,36.57258064516129
17,38.62903225806452,41.653225806451616,34.395161290322584,28.780241935483872,43.172043010752695,48.99193548387097,39.556451612903224,49.03225806451613,66.66666666666667,49.516129032258064,39.473684210526315,55.43010752688173,71.61290322580645,68.46774193548387,35.141129032258064,71.64685908319186,66.79316888045541,44.67741935483871,49.354838709677416,65.6989247311828,41.61290322580645,31.720430107526884,44.30107526881721,53.54838709677419,50.725806451612904,26.008064516129032,54.48924731182796,12.540322580645162,37.11693548387097,47.21774193548387,28.225806451612904,48.65591397849463,55.6989247311828,55.86917562724014,25.967741935483872,68.91129032258064,51.344086021505376,56.45161290322581,45.91397849462366,16.021505376344088,17.06989247311828,40.645161290322584,46.14695340501792,38.83064516129032,38.62903225806452,25.107526881720432,46.56196943972836,64.51612903225806,38.185483870967744
18,36.61290322580645,38.266129032258064,38.064516129032256,27.116935483870968,42.8494623655914,48.064516129032256,35.685483870967744,45.752688172043015,64.13978494623656,47.5,36.078098471986415,53.172043010752695,72.45967741935483,65.56451612903226,36.350806451612904,67.57215619694398,66.88804554079697,42.365591397849464,49.354838709677416,65.80645161290323,38.65591397849463,31.182795698924732,42.58064516129032,52.58064516129032,52.056451612903224,25.64516129032258,53.60215053763441,12.016129032258064,33.87096774193548,47.74193548387097,28.08467741935484,49.73118279569893,56.04838709677419,56.04838709677419,25.913978494623656,70.7258064516129,47.74193548387097,51.83691756272401,43.60215053763441,15.806451612903226,14.381720430107526,39.233870967741936,46.281362007168454,35.846774193548384,37.78225806451613,23.440860215053767,45.54329371816638,62.86290322580645,37.33870967741935
19,32.74193548387097,36.975806451612904,36.693548387096776,29.133064516129032,43.81720430107527,48.95161290322581,31.81451612903226,45.32258064516129,59.67741935483871,47.29838709677419,34.71986417657046,52.31182795698925,74.31451612903226,66.20967741935483,35.060483870967744,66.21392190152802,66.98292220113852,40.752688172043015,51.895161290322584,73.38709677419355,36.82795698924731,30.376344086021508,42.096774193548384,50.846774193548384,54.63709677419355,26.81451612903226,53.172043010752695,11.048387096774194,30.322580645161292,48.024193548387096,27.883064516129032,52.8494623655914,56.3978494623656,57.8853046594982,25.806451612903224,71.12903225806451,46.344086021505376,52.016129032258064,42.41935483870968,16.021505376344088,13.03763440860215,40.92741935483871,46.05734767025089,34.03225806451613,36.895161290322584,24.13978494623656,45.45840407470289,64.15322580645162,35.725806451612904
20,33.024193548387096,38.95161290322581,35.36290322580645,33.66935483870968,43.01075268817205,48.42741935483871,29.879032258064516,46.72043010752689,57.473118279569896,47.983870967741936,36.6723259762309,50.59139784946237,74.03225806451613,64.39516129032258,32.641129032258064,70.24617996604415,69.59203036053131,41.23655913978495,53.42741935483871,69.89247311827958,38.11827956989247,31.612903225806452,43.87096774193548,53.54838709677419,58.91129032258065,27.903225806451612,52.392473118279575,10.64516129032258,25.927419354838708,48.145161290322584,27.701612903225808,57.74193548387097,56.881720430107535,58.9605734767025,29.838709677419356,70.08064516129032,52.52688172043011,51.61290322580645,36.505376344086024,15.806451612903226,13.2168458781362,45.92741935483871,45.878136200716845,34.91935483870968,40.20161290322581,25.322580645161292,47.49575551782683,64.0725806451613,31.975806451612904
21,37.903225806451616,44.233870967741936,38.024193548387096,39.163306451612904,42.68817204301076,45.96774193548387,29.032258064516128,45.59139784946237,51.344086021505376,50.524193548387096,40.66213921901528,54.56989247311828,72.05645161290323,65.12096774193549,34.07258064516129,75.76400679117148,69.63946869070209,41.66666666666667,53.83064516129032,72.8494623655914,41.3978494623656,36.505376344086024,46.182795698924735,57.74193548387097,63.266129032258064,28.629032258064516,54.48924731182796,9.596774193548388,23.75,50.96774193548387,27.5,65.80645161290323,57.41935483870968,62.54480286738352,33.54838709677419,68.46774193548387,60.96774193548387,54.97311827956989,34.193548387096776,15.64516129032258,14.112903225806452,47.62096774193548,46.818996415770606,39.03225806451613,41.41129032258065,25.6989247311828,49.702886247877764,66.12903225806451,28.18548387096774
22,42.5,47.70161290322581,43.46774193548387,41.98588709677419,44.516129032258064,43.99193548387097,30.887096774193548,42.903225806451616,44.193548387096776,58.38709677419355,52.079796264855695,55.86021505376344,70.64516129032258,68.06451612903226,37.74193548387097,78.65025466893039,69.63946869070209,44.56989247311828,51.04838709677419,73.54838709677419,40.215053763440864,42.63440860215054,48.54838709677419,63.104838709677416,64.43548387096774,30.64516129032258,55.94086021505377,9.35483870967742,23.528225806451612,53.225806451612904,27.5,72.63440860215054,58.49462365591398,64.33691756272401,34.24731182795699,70.16129032258064,66.29032258064517,60.43906810035842,33.81720430107527,15.860215053763442,14.292114695340501,51.774193548387096,45.20609318996416,44.79838709677419,40.04032258064516,27.258064516129032,52.71646859083192,67.13709677419355,28.024193548387096
23,46.733870967741936,53.346774193548384,48.58870967741935,43.24596774193548,45.215053763440864,43.50806451612903,28.629032258064516,44.78494623655914,42.795698924731184,61.04838709677419,57.64006791171477,57.41935483870968,70.0,70.08064516129032,40.92741935483871,79.54159592529713,69.63946869070209,46.182795698924735,50.725806451612904,69.94623655913979,41.82795698924731,46.23655913978495,49.193548387096776,65.3225806451613,67.13709677419355,31.693548387096776,56.31720430107527,9.35483870967742,23.467741935483872,54.516129032258064,27.5,74.6774193548387,59.73118279569893,62.94802867383512,33.70967741935484,71.37096774193549,68.38709677419355,67.78673835125447,35.16129032258065,16.129032258064516,17.025089605734767,54.87903225806452,44.354838709677416,45.685483870967744,37.70161290322581,28.010752688172044,55.475382003395595,69.55645161290323,28.427419354838708
